source_language;source_catalogue;final_category;final_sheet;package;bundle;main_object;dataset_key;dataset;main_file_or_entry;role;keep;description_bundle;description;theme;n;k;useful_variable_count;useful_variables;variables;geometry_type;has_geometry;has_coordinates;coordinate_columns;has_place_name_if_no_geometry;place_name_columns;has_datetime;datetime_columns;has_y;candidate_y_variables;has_multiple_x;candidate_x_variables;auxiliary_files;local_files;duplicate_in_r;r_match;curation_decision;curation_reason;source;source_url;inventory_status;download_status
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;durban.rowcol;durban.rowcol;;;;main_table;;Row-column experiment of spring barley, many varieties;;agronomie / agriculture;544;5;5;row, bed, rep, gen, yield;row, bed, rep, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;row, bed, rep, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Durban, Maria and Hackett, Christine and McNicol, James and Newton, Adrian and Thomas, William and Currie, Iain. 2003. The practical use of semiparametric models in field trials, Journal of Agric Biological and Envir Stats, 8, 48-66. https://doi.org/10.1198/1085711031265;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;durban.splitplot;durban.splitplot;;;;main_table;;Split-plot experiment of barley with fungicide treatments;;agronomie / agriculture;560;6;6;yield, block, gen, fung, row, bed;yield, block, gen, fung, row, bed;;No;No;;No;;No;;Yes;yield;Yes;block, gen, fung, row, bed;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Durban, Maria and Hackett, Christine and McNicol, James and Newton, Adrian and Thomas, William and Currie, Iain. 2003. The practical use of semiparametric models in field trials, Journal of Agric Biological and Envir Stats, 8, 48-66. https://doi.org/10.1198/1085711031265.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;eden.nonnormal;eden.nonnormal;;;;main_table;;Height of barley plants in a study of non-normal data;;biodiversite / ecologie;256;3;3;pos, block, height;pos, block, height;;No;No;;No;;No;;Yes;pos;Yes;block, height;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;T. Eden, F. Yates (1933). On the validity of Fisher's z test when applied to an actual example of non-normal data. _Journal of Agric Science_, 23, 6-17. https://doi.org/10.1017/S0021859600052862;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;eden.potato;eden.potato;;;;main_table;;Potato yields in response to potash and nitrogen fertilizer;;agronomie / agriculture;225;9;8;yield, block, row, col, trt, nitro, potash, ptype;year, yield, block, row, col, trt, nitro, potash, ptype;;No;No;;No;;Yes;year;Yes;yield;Yes;block, row, col, trt, nitro, potash, ptype;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;T Eden and R A Fisher, 1929. Studies in Crop Variation. VI. Experiments on the response of the potato to potash and nitrogen. _Journal of Agricultural Science_, 19: 201-213.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;eden.tea.uniformity;eden.tea.uniformity;;;;main_table;;Uniformity trial of tea;;agronomie / agriculture;144;4;4;entry, yield, row, col;entry, yield, row, col;;No;No;;No;;No;;Yes;yield;Yes;entry, row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;T. Eden. (1931). Studies in the yield of tea. 1. The experimental errors of field experiments with tea. Agricultural Science, 21, 547-573. https://doi.org/10.1017/S0021859600088511;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;edwards.oats;edwards.oats;;;;main_table;;Multi-environment trial of oats in United States, 5 locations, 7 years.;;crime / conflit / securite;3694;7;6;eid, loc, block, gen, yield, testwt;eid, year, loc, block, gen, yield, testwt;;No;No;;No;;Yes;year;Yes;yield;Yes;eid, loc, block, gen, testwt;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Jode W. Edwards, Jean-Luc Jannink (2006). Bayesian Modeling of Heterogeneous Error and Genotype x Environment Interaction Variances. Crop Science, 46, 820-833. https://dx.doi.org/10.2135/cropsci2005.0164;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;engelstad.nitro;engelstad.nitro;;;;main_table;;Multi-environment trial of corn with nitrogen fertilizer;;environnement / climat;60;4;3;loc, nitro, yield;loc, year, nitro, yield;;No;No;;No;;Yes;year;Yes;yield;Yes;loc, nitro;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Engelstad, OP and Parks, WL. 1971. Variability in Optimum N Rates for Corn. _Agronomy Journal_, 63, 21-23.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;evans.sugarcane.uniformity;evans.sugarcane.uniformity;;;;main_table;;Uniformity trial of sugarcane;;agronomie / agriculture;710;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Rothamsted Research Library, Box STATS17 WG Cochran, Folder 8.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;fan.stability;fan.stability;;;;main_table;;Multi-environment trial of maize hybrids in China;;environnement / climat;260;5;4;gen, maturity, loc, yield;gen, maturity, year, loc, yield;;No;No;;No;;Yes;year;Yes;yield;Yes;gen, maturity, loc;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Fan, X.M. and Kang, M.S. and Chen, H. and Zhang, Y. and Tan, J. and Xu, C. (2007). Yield stability of maize hybrids evaluated in multi-environment trials in Yunnan, China. Agronomy Journal, 99, 220-228. https://doi.org/10.2134/agronj2006.0144;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;federer.diagcheck;federer.diagcheck;;;;main_table;;Wheat experiment with diagonal checks;;agronomie / agriculture;180;4;4;row, col, gen, yield;row, col, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Federer, Walter T. 1998. Recovery of interblock, intergradient, and intervariety information in incomplete block and lattice rectangle design experiments. Biometrics, 54, 471-481. https://doi.org/10.2307/3109756;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;federer.tobacco;federer.tobacco;;;;main_table;;RCB of tobacco, height plants exposed to radiation;;biodiversite / ecologie;56;4;4;row, block, dose, height;row, block, dose, height;;No;No;;No;;No;;Yes;row;Yes;block, dose, height;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Walter T Federer and C S Schlottfeldt, 1954. The use of covariance to control gradients in experiments. _Biometrics_, 10, 282-290. https://doi.org/10.2307/3001881;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;fisher.barley;fisher.barley;;;;main_table;;Multi-environment trial of 5 barley varieties, 6 locations, 2 years;;environnement / climat;60;4;3;yield, gen, env;yield, gen, env, year;;No;No;;No;;Yes;year;Yes;yield;Yes;gen, env;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Ronald Fisher (1935). _The Design of Experiments_.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;fisher.latin;fisher.latin;;;;main_table;;Latin square experiment on mangolds;;agronomie / agriculture;25;4;4;trt, yield, row, col;trt, yield, row, col;;No;No;;No;;No;;Yes;yield;Yes;trt, row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Mercer, WB and Hall, AD, 1911. The experimental error of field trials The Journal of Agricultural Science, 4, 107-132. Table 1. http::/doi.org/10.1017/S002185960000160X R. A. Fisher. _Statistical Methods for Research Workers_.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;forster.wheat.uniformity;forster.wheat.uniformity;;;;main_table;;Uniformity trial of wheat in Australia.;;agronomie / agriculture;160;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Forster, Howard Carlyle and A. J. Vasey (1928). Experimental error of field trials in Australia. Proceedings of the Royal Society of Victoria. New series, 40, 70-80. Table 1. https://www.biodiversitylibrary.org/page/54367272;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;foulley.calving;foulley.calving;;;;main_table;;Calving difficulty by calf sex and age of dam;;agronomie / agriculture;54;4;4;sex, age, score, count;sex, age, score, count;;No;No;;No;;No;;Yes;count;Yes;sex, age, score;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;JL Foulley, D Gianola (1996). Statistical Analysis of Ordered Categorical Data via a Structured Heteroskedastic Threshold Model. Genet Sel Evol, 28, 249-273. https://doi.org/10.1051/gse:19960304;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;garber.multi.uniformity;garber.multi.uniformity;;;;main_table;;Uniformity trials of oat hay and wheat grain;;agronomie / agriculture;3060;6;5;row, col, plot, crop, yield;row, col, plot, year, crop, yield;;No;No;;No;;Yes;year;Yes;yield;Yes;row, col, plot, crop;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Garber, R.J. and Mcllvaine, T.C. and Hoover, M.M. (1926). A study of soil heterogeneity in experiment plots. Jour Agr Res, 33, 255-268. Tables 3, 5. https://naldc.nal.usda.gov/download/IND43967148/PDF Garber, R. J. and T. C. McIlvaine and M. M. Hoover (1931). A Method of Laying Out Experimental Plats. Journal of the American Society of Agronomy, 23, 286-298, https://archive.org/details/in.ernet.dli.2015.229753/page/n299;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gauch.soy;gauch.soy;;;;main_table;;Multi-environment trial of soybeans in New York, 1977 to 1988;;environnement / climat;1454;6;5;yield, rep, gen, env, loc;yield, rep, gen, env, year, loc;;No;No;;No;;Yes;year;Yes;yield;Yes;rep, gen, env, loc;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Zobel, RW and Wright, MJ and Gauch Jr, HG. 1998. Statistical analysis of a yield trial. Agronomy journal, 80, 388-393. https://doi.org/10.2134/agronj1988.00021962008000030002x;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;george.wheat;george.wheat;;;;main_table;;Multi-location/year breeding trial in California;;agronomie / agriculture;13996;5;4;gen, loc, block, yield;gen, year, loc, block, yield;;No;No;;No;;Yes;year;Yes;yield;Yes;gen, loc, block;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Nicholas George and Mark Lundy (2019). Quantifying Genotype x Environment Effects in Long-Term Common Wheat Yield Trials from an Agroecologically Diverse Production Region. Crop Science, 59, 1960-1972. https://doi.org/10.2135/cropsci2019.01.0010;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;giles.wheat;giles.wheat;;;;main_table;;Straw length and ear emergence for wheat genotypes.;;agronomie / agriculture;247;4;4;gen, env, straw, emergence;gen, env, straw, emergence;;No;No;;No;;No;;Yes;gen;Yes;env, straw, emergence;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;R. Giles (1990). Utilization of unreplicated observations of agronomic characters in a wheat germplasm collection. In: _Wheat Genetic Resources. Meeting Diverse Needs_. Wiley, Chichester, U.K., pp.113-130.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gilmour.serpentine;gilmour.serpentine;;;;main_table;;Wheat yield in South Australia with serpentine row/col effects;;agronomie / agriculture;330;5;5;col, row, rep, gen, yield;col, row, rep, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;col, row, rep, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Arthur R Gilmour and Brian R Cullis and Arunas P Verbyla, 1997. Accounting for natural and extraneous variation in the analysis of field experiments. Journal of Agric Biol Env Statistics, 2, 269-293.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gilmour.slatehall;gilmour.slatehall;;;;main_table;;Slate Hall Farm 1978;;agronomie / agriculture;150;5;5;row, col, yield, gen, rep;row, col, yield, gen, rep;;No;No;;No;;No;;Yes;yield;Yes;row, col, gen, rep;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Arthur R Gilmour and Brian R Cullis and Arunas P Verbyla (1997). Accounting for natural and extraneous variation in the analysis of field experiments. Journal of Agricultural, Biological, and Environmental Statistics, 2, 269-293. https://doi.org/10.2307/1400446;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.fractionalfactorial;gomez.fractionalfactorial;;;;main_table;;Fractional factorial of rice, 1/2 2^6 = 2x2x2x2x2x2;;agronomie / agriculture;64;12;12;yield, rep, block, trt, col, row, a, b, c, d, e, f;yield, rep, block, trt, col, row, a, b, c, d, e, f;;No;No;;No;;No;;Yes;yield;Yes;rep, block, trt, col, row, a, b, c, d, e, f;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 171-172.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.groupsplit;gomez.groupsplit;;;;main_table;;Group balanced split-plot design in rice;;agronomie / agriculture;270;7;7;col, row, rep, fert, gen, group, yield;col, row, rep, fert, gen, group, yield;;No;No;;No;;No;;Yes;yield;Yes;col, row, rep, fert, gen, group;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 120.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.heterogeneity;gomez.heterogeneity;;;;main_table;;RCB experiment of rice, heterogeneity of regressions;;agronomie / agriculture;21;3;3;gen, yield, tillers;gen, yield, tillers;;No;No;;No;;No;;Yes;yield;Yes;gen, tillers;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 377.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.heteroskedastic;gomez.heteroskedastic;;;;main_table;;RCB experiment of rice, heteroskedastic varieties;;agronomie / agriculture;105;4;4;gen, group, rep, yield;gen, group, rep, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, group, rep;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 310.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.multilocsplitplot;gomez.multilocsplitplot;;;;main_table;;Multi-environment trial of rice, split-plot design;;environnement / climat;108;5;5;loc, nitro, rep, gen, yield;loc, nitro, rep, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;loc, nitro, rep, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 339.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.nitrogen;gomez.nitrogen;;;;main_table;;Soil nitrogen at three times for eight fertilizer treatments;;environnement / climat;96;4;4;trt, nitro, rep, stage;trt, nitro, rep, stage;;No;No;;No;;No;;Yes;trt;Yes;nitro, rep, stage;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 259.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;gomez.nonnormal1;gomez.nonnormal1;;;;main_table;;Insecticide treatment effectiveness;;agronomie / agriculture;36;3;3;trt, rep, larvae;trt, rep, larvae;;No;No;;No;;No;;Yes;trt;Yes;rep, larvae;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Gomez, K.A. and Gomez, A.A.. 1984, Statistical Procedures for Agricultural Research. Wiley-Interscience. Page 300.;;;
