"package";"bundle";"main_object";"role";"description_bundle";"source";"variables";"auxiliary_files";"n";"k";"has_geometry";"has_coordinates";"coordinate_columns";"has_multiple_x";"candidate_x_variables";"candidate_y_variables";"target_status";"formula_text";"has_referenced_paper";"paper_doi";"paper_title";"paper_use_summary";"paper_model_keywords";"paper_formula_or_equation";"paper_variables_used";"paper_related_datasets";"paper_reference_evidence";"paper_evidence_status";"has_place_name_if_no_geometry";"place_name_columns";"datetime_columns";"theme";"analytical_group";"linked_datasets";"group_has_y";"group_y_variables";"group_x_variables";"duplicate_key";"duplicate_status"
"spData";"lnd";"lnd";"spatial_observations";"The boroughs of London";"<https://github.com/Robinlovelace/Creating-maps-in-R>";"NAME, GSS_CODE, HECTARES, NONLD_AREA, ONS_INNER, SUB_2009, SUB_2006, geometry";"";33;8;"Yes";"No";"";"Yes";"GSS_CODE, HECTARES, NONLD_AREA, ONS_INNER, SUB_2009, SUB_2006";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Source: <https://github.com/Robinlovelace/Creating-maps-in-R> || Description: Polygons representing large administrative zones in London";"paper_identified_no_equation";"No";"NAME";"";"a qualifier manuellement";"spData::bundle::lnd";"lnd";"No";"";"GSS_CODE, HECTARES, NONLD_AREA, ONS_INNER, SUB_2009, SUB_2006";"lnd::theboroughsoflondon";"unique"
"spData";"nc.sids";"nc.sids";"response_table";"North Carolina SIDS data";"Cressie, N (1991), _Statistics for spatial data_. New York: Wiley, pp. 386-389; Cressie, N, Chan NH (1989) Spatial modelling of regional variables. _Journal of the American Statistical Association_, 84, 393-401; Cressie, N, Read, TRC (1985) Do sudden infant deaths come in clusters? _Statistics and Decisions_ Supplement Issue 2, 333-349; http://sal.agecon.uiuc.edu/datasets/sids.zip.";"CNTY.ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, east, north, x, y, lon, lat, L.id, M.id";"ncCC89.nb, ncCR85.nb, sidspolys";100;15;"Yes";"Yes";"x, y, lon, lat, east, north";"No";"";"CNTY.ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, L.id, M.id";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: Cressie, N (1991), _Statistics for spatial data_. New York: Wiley, pp. 386-389; Cressie, N, Chan NH (1989) Spatial modelling of regional variables. _Journal of the American Statistical Association_, 84, 393-401; Cressie, N, Read, TRC (1985) Do sudden infant deaths come in clusters? _Statistics and Decisions_ Supplement Issue 2, 333-349; http://sal.agecon.uiuc.edu/datasets/sids.zip. || Description: (Use ‘example(nc.sids)’ to read the data set from shapefile, together with import of two different list of neighbours). The ‘nc.sids’ data frame has 100 rows and 21 columns. It contains data given in Cressie (1991, pp. 386-9), Cressie and Read (1985) and Cressie and Chan (1989) on sudden infant deaths in North Carolina for 1974-78 and 1979-84. The data set also contains the neighbour list given by Cressie and Chan (1989) omitting self-neighbours (ncCC89.nb), and the neighbour list given by Cressie and Read (1985) for contiguities (ncCR85.nb). The data are ordered by county ID number, not alphabetically as in the source tables ‘sidspolys’ is a ""polylist"" object of polygon boundaries, and ‘sidscents’ is a matrix of their centroids.";"paper_identified_no_equation";"No";"";"";"sante / epidemiologie";"spData::bundle::nc.sids";"nc.sids";"Yes";"CNTY.ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, L.id, M.id, V1, V2";"";"ncsids::northcarolinasidsdata";"unique"
"spData";"nc.sids";"sidscents";"response_matrix";"North Carolina SIDS data";"Cressie, N (1991), _Statistics for spatial data_. New York: Wiley, pp. 386-389; Cressie, N, Chan NH (1989) Spatial modelling of regional variables. _Journal of the American Statistical Association_, 84, 393-401; Cressie, N, Read, TRC (1985) Do sudden infant deaths come in clusters? _Statistics and Decisions_ Supplement Issue 2, 333-349; http://sal.agecon.uiuc.edu/datasets/sids.zip.";"V1, V2";"ncCC89.nb, ncCR85.nb, sidspolys";100;2;"No";"No";"";"No";"";"V1, V2";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: Cressie, N (1991), _Statistics for spatial data_. New York: Wiley, pp. 386-389; Cressie, N, Chan NH (1989) Spatial modelling of regional variables. _Journal of the American Statistical Association_, 84, 393-401; Cressie, N, Read, TRC (1985) Do sudden infant deaths come in clusters? _Statistics and Decisions_ Supplement Issue 2, 333-349; http://sal.agecon.uiuc.edu/datasets/sids.zip. || Description: (Use ‘example(nc.sids)’ to read the data set from shapefile, together with import of two different list of neighbours). The ‘nc.sids’ data frame has 100 rows and 21 columns. It contains data given in Cressie (1991, pp. 386-9), Cressie and Read (1985) and Cressie and Chan (1989) on sudden infant deaths in North Carolina for 1974-78 and 1979-84. The data set also contains the neighbour list given by Cressie and Chan (1989) omitting self-neighbours (ncCC89.nb), and the neighbour list given by Cressie and Read (1985) for contiguities (ncCR85.nb). The data are ordered by county ID number, not alphabetically as in the source tables ‘sidspolys’ is a ""polylist"" object of polygon boundaries, and ‘sidscents’ is a matrix of their centroids.";"paper_identified_no_equation";"No";"";"";"sante / epidemiologie";"spData::bundle::nc.sids";"nc.sids";"Yes";"CNTY.ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, L.id, M.id, V1, V2";"";"sidscents::northcarolinasidsdata";"unique"
"spData";"nz";"nz";"spatial_observations";"Regions in New Zealand";"<https://www.stats.govt.nz> <https://en.wikipedia.org/wiki/Regions_of_New_Zealand>";"Name, Island, Land_area, Population, Median_income, Sex_ratio, geom";"";16;7;"Yes";"No";"";"Yes";"Land_area, Sex_ratio";"Population, Median_income";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: <https://www.stats.govt.nz> <https://en.wikipedia.org/wiki/Regions_of_New_Zealand> || Description: Polygons representing the 16 regions of New Zealand (2018). See <https://en.wikipedia.org/wiki/Regions_of_New_Zealand> for a description of these regions and <https://www.stats.govt.nz> for information on the data source";"paper_identified_no_equation";"No";"Name";"";"economie / panel / econometrie";"spData::bundle::nz";"nz";"Yes";"Population, Median_income";"Land_area, Sex_ratio";"nz::regionsinnewzealand";"unique"
"spData";"nz_height";"nz_height";"spatial_predictors";"High points in New Zealand";"<https://data.linz.govt.nz>";"t50_fid, elevation, geometry";"";101;3;"Yes";"No";"";"Yes";"t50_fid, elevation";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Source: <https://data.linz.govt.nz> || Description: Top 101 heighest points in New Zealand (2017). See <https://data.linz.govt.nz/layer/50284-nz-height-points-topo-150k/> for details.";"paper_identified_no_equation";"No";"";"";"a qualifier manuellement";"spData::bundle::nz_height";"nz_height";"No";"";"t50_fid, elevation";"nzheight::highpointsinnewzealand";"unique"
"spData";"properties";"properties";"spatial_observations";"Dataset of properties in the municipality of Athens (sf)";NA;"id, size, price, prpsqm, age, dist_metro, geometry";"";1000;7;"Yes";"No";"";"Yes";"size, prpsqm, age, dist_metro";"price";"strong_name";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"";"";"housing / immobilier";"spData::bundle::properties";"properties";"Yes";"price";"size, prpsqm, age, dist_metro";"properties::datasetofpropertiesinthemunicipalityofathenssf";"unique"
"spData";"seine";"seine";"spatial_observations";"Small river network in France";"<https://www.naturalearthdata.com/>";"name, geometry";"";3;2;"Yes";"No";"";"No";"";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Source: <https://www.naturalearthdata.com/> || Description: Lines representing the Seine, Marne and Yonne rivers.";"paper_identified_no_equation";"No";"name";"";"environnement / climat";"spData::bundle::seine";"seine";"No";"";"";"seine::smallrivernetworkinfrance";"unique"
"spData";"state.vbm";"state.vbm";"spatial_observations";"US State Visibility Based Map";"The data was converted from the maps library for S-PLUS. S-PLUS uses the map with permission from the author. This version of the data has not received permission from the author (no attempt made, not that it was refused), most of my uses I feel fall under fair use and do not violate copyright, but you will need to decide for yourself and your applications.";"center_x, center_y";"";50;2;"Yes";"Yes";"center_x, center_y";"No";"";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Source: The data was converted from the maps library for S-PLUS. S-PLUS uses the map with permission from the author. This version of the data has not received permission from the author (no attempt made, not that it was refused), most of my uses I feel fall under fair use and do not violate copyright, but you will need to decide for yourself and your applications. || References: <http://www.markmonmonier.com/index.htm>, <http://euclid.psych.yorku.ca/SCS/Gallery/bright-ideas.html> || Description: A SpatialPolygonsDataFrame object to plot a Visibility Based Map. || Details: A SpatialPolygonsDataFrame object to plot a map of the US states where the sizes of the states have been adjusted to be more equal. This map can be useful for plotting state data using colors patterns without the larger states dominating and the smallest states being lost. The original map is copyrighted by Mark Monmonier. Official publications based on this map should acknowledge him. Comercial publications of maps based on this probably need permission from him to use. Author(s): Greg Snow <mailto:greg.snow@imail.org> (of this compilation)";"paper_identified_no_equation";"No";"";"";"geometries administratives / demographie";"spData::bundle::state.vbm";"state.vbm";"No";"";"";"statevbm::usstatevisibilitybasedmap";"unique"
"spData";"urban_agglomerations";"urban_agglomerations";"spatial_observations";"Major urban areas worldwide";NA;"index, year, rank
order, country
code, country_or_area, city_code, urban_agglomeration, note, population_millions, geometry";"";540;10;"Yes";"No";"";"Yes";"index, rank
order, note";"population_millions";"strong_name";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"country
code, country_or_area, city_code";"year";"geometries administratives / demographie";"spData::bundle::urban_agglomerations";"urban_agglomerations";"Yes";"population_millions";"index, rank
order, note";"urbanagglomerations::majorurbanareasworldwide";"unique"
"spData";"us_states";"us_states";"spatial_observations";"US states polygons";"<https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html>";"GEOID, NAME, REGION, AREA, total_pop_10, total_pop_15, geometry";"";49;7;"Yes";"No";"";"No";"AREA";"total_pop_10, total_pop_15";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: <https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html> || Description: The object loaded is a ‘sf’ object containing the contiguous United States data from the US Census Bureau with a few variables from American Community Survey (ACS)";"paper_identified_no_equation";"No";"GEOID, NAME, REGION";"";"geometries administratives / demographie";"spData::bundle::us_states";"us_states";"Yes";"total_pop_10, total_pop_15";"AREA";"usstates::usstatespolygons";"unique"
"spData";"us_states_df";"us_states_df";"observation_table";"the American Community Survey (ACS) data";"<https://www.census.gov/programs-surveys/acs/>";"state, median_income_10, median_income_15, poverty_level_10, poverty_level_15";"";51;5;"No";"No";"";"Yes";"poverty_level_10, poverty_level_15";"median_income_10, median_income_15";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: <https://www.census.gov/programs-surveys/acs/> || Description: The object loaded is a ‘data.frame’ object containing the US states data from the American Community Survey (ACS)";"paper_identified_no_equation";"Yes";"state";"";"economie / panel / econometrie";"spData::bundle::us_states_df";"us_states_df";"Yes";"median_income_10, median_income_15";"poverty_level_10, poverty_level_15";"usstatesdf::theamericancommunitysurveyacsdata";"unique"
"spData";"used.cars";"used.cars";"observation_table";"US 1960 used car prices";"Hanna, F. A. 1966 Effects of regional differences in taxes and transport charges on automobile consumption, in Ostry, S., Rhymes, J. K. (eds) Papers on regional statistical studies, Toronto: Toronto University Press, pp. 199-223.";"tax.charges, price.1960";"usa48.nb";48;2;"No";"No";"";"No";"tax.charges";"price.1960";"documented_formula";"price.1960 ~ tax.charges";"Yes";"";"";"Models/methods detected: lm.";"lm";"lm(price.1960 ~ tax.charges, data=used.cars | price.1960 ~ tax.charges | lagsarlm(price.1960 ~ tax.charges, data=used.cars, nb2listw(usa48.nb | lagsarlm(price.1960 ~ 1, data=used.cars, nb2listw(usa48.nb | uc.lm <- lm(price.1960 ~ tax.charges, data=used.cars) | summary(uc.lm)";"price.1960, tax.charges, used.cars, lagsarlm, nb2listw, usa48.nb, uc.lm, summary";"";"Source: Hanna, F. A. 1966 Effects of regional differences in taxes and transport charges on automobile consumption, in Ostry, S., Rhymes, J. K. (eds) Papers on regional statistical studies, Toronto: Toronto University Press, pp. 199-223. || References: Hepple, L. W. 1976 A maximum likelihood model for econometric estimation with spatial series, in Masser, I (ed) Theory and practice in regional science, London: Pion, pp. 90-104. || Description: The ‘used.cars’ data frame has 48 rows and 2 columns. The data set includes a neighbours list for the 48 states excluding DC from poly2nb().";"formula_or_model_found";"No";"";"";"housing / immobilier";"spData::bundle::used.cars";"used.cars";"Yes";"price.1960";"tax.charges";"usedcars::us1960usedcarprices";"unique"
"spData";"wheat";"wheat";"response_table";"Mercer and Hall wheat yield data";"Cressie, N. A. C. (1993) Statistics for Spatial Data. Wiley, New York, p. 455.";"lon, lat, yield";"";500;3;"Yes";"Yes";"lon, lat";"No";"";"yield";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Mercer, W. B. and Hall, A. D. (1911) The experimental error of field trials. Journal of Agricultural Science 4, 107-132.";"rd_reference_only";"No";"";"";"agronomie / agriculture";"spData::bundle::wheat";"wheat";"Yes";"yield";"";"wheat::mercerandhallwheatyielddata";"unique"
"spData";"world";"world";"spatial_observations";"World country polygons";"<https://www.naturalearthdata.com/> <https://data.worldbank.org/>";"iso_a2, name_long, continent, region_un, subregion, type, area_km2, pop, lifeExp, gdpPercap, geom";"";177;11;"Yes";"No";"";"Yes";"area_km2, lifeExp, gdpPercap";"pop";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: <https://www.naturalearthdata.com/> <https://data.worldbank.org/> || Description: The object loaded is a ‘sf’ object containing a world map data from Natural Earth with a few variables from World Bank";"paper_identified_no_equation";"No";"name_long, region_un, subregion";"";"economie / panel / econometrie";"spData::bundle::world";"world";"Yes";"pop";"area_km2, lifeExp, gdpPercap";"world::worldcountrypolygons";"unique"
"spData";"worldbank_df";"worldbank_df";"response_table";"World Bank data";"<https://data.worldbank.org/>";"name, iso_a2, HDI, urban_pop, unemployment, pop_growth, literacy";"";177;7;"No";"No";"";"Yes";"HDI, literacy";"urban_pop, unemployment, pop_growth";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Source: <https://data.worldbank.org/> || Description: The object loaded is a ‘data.frame’ object containing data from World Bank";"paper_identified_no_equation";"Yes";"name";"";"economie / panel / econometrie";"spData::bundle::worldbank_df";"worldbank_df";"Yes";"urban_pop, unemployment, pop_growth";"HDI, literacy";"worldbankdf::worldbankdata";"unique"
"spDataLarge";"bristol_od";"bristol_od";"observation_table";"Datasets providing a snapshot of Bristol's transport system";NA;"o, d, all, bicycle, foot, car_driver, train";"";2910;7;"No";"No";"";"Yes";"all, bicycle, foot, car_driver, train";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"";"";"environnement / climat";"spDataLarge::bundle::bristol_od";"bristol_od";"No";"";"all, bicycle, foot, car_driver, train";"bristolod::datasetsprovidingasnapshotofbristolstransportsystem";"unique"
"spDataLarge";"bristol_region";"bristol_region";"spatial_observations";"Datasets providing a snapshot of Bristol's transport system";NA;"Name, geometry";"";1;2;"Yes";"No";"";"No";"";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"Name";"";"transport / mobilite";"spDataLarge::bundle::bristol_region";"bristol_region";"No";"";"";"bristolregion::datasetsprovidingasnapshotofbristolstransportsystem";"unique"
"spDataLarge";"bristol_stations";"bristol_stations";"spatial_observations";"Datasets providing a snapshot of Bristol's transport system";NA;"name, geometry";"";43;2;"Yes";"No";"";"No";"";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"name";"";"transport / mobilite";"spDataLarge::bundle::bristol_stations";"bristol_stations";"No";"";"";"bristolstations::datasetsprovidingasnapshotofbristolstransportsystem";"unique"
"spDataLarge";"bristol_ttwa";"bristol_ttwa";"spatial_observations";"Datasets providing a snapshot of Bristol's transport system";NA;"Name, geometry";"";1;2;"Yes";"No";"";"No";"";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"Name";"";"transport / mobilite";"spDataLarge::bundle::bristol_ttwa";"bristol_ttwa";"No";"";"";"bristolttwa::datasetsprovidingasnapshotofbristolstransportsystem";"unique"
