metadata_schema;dataset_doi;dataset_title;dataset_repo;dataset_n_files;dataset_literature_score;publication_doi;publication_title;publication_venue;publication_year;publication_resolved;linked_publication_relationship;discovery_source;estimators_from_metadata;formula_status;formula_pub;formula_completeness;local_pdf;local_tei;local_raw_dir;download_status;verification_notes;ingestion_status;ingestion_next_step;bib_key
spatialtidymodels_dataset_first_ingestion_v1;10.7280/d1b12h;Deconstruction of tropospheric chemical reactivity using aircraft measurements: the Atmospheric Tomography Mission (ATom) data;dryad;5;2;;[dataset-first, publication non resolue] Deconstruction of tropospheric chemical reactivity using aircraft measurements: the Atmospheric Tomography Mission (ATom) data;;;False;article;dataset_first;[];pending_grobid_kg;;;;;;failed;"4 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: ATom_MDS2b.nc: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/2116589/download; ATom_MDS3.nc: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/2116591/download; ATom_RDS2b.nc: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/2116590/download | publication liee non resolue via OpenAlex: 10.1175/bams-d-20-0315.1";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_7280_d1b12h
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.3bb81dv;Data from: Validating dispersal distances inferred from autoregressive occupancy models with genetic parentage assignments;dryad;5;2;;[dataset-first, publication non resolue] Data from: Validating dispersal distances inferred from autoregressive occupancy models with genetic parentage assignments;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_3bb81dv;downloaded;5 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/1365-2656.12811;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_3b
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.p7639;Data from: The walk is never random: subtle landscape effects shape gene flow in a continuous white-tailed deer population in the Midwestern United States;dryad;12;2;;[dataset-first, publication non resolue] Data from: The walk is never random: subtle landscape effects shape gene flow in a continuous white-tailed deer population in the Midwestern United States;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;;failed;"12 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: DeerGeneticData.txt: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/23632/download; DeerLandscapeGeneticData.txt: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/23626/download; DeerPopulationLandscapeData.txt: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/23636/download | publication liee non resolue via OpenAlex: 10.1111/j.1365-294x.2012.05681.x";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_p7
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.r4xgxd2r1;A test of the abundant-center hypothesis for stream fishes;dryad;5;2;;[dataset-first, publication non resolue] A test of the abundant-center hypothesis for stream fishes;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;;failed;"2 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: ACH_code.R: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/4072271/download; ACHtest_distanceData.csv: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/4072273/download; Ecography_Rproject.Rproj: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/4072270/download | publication liee non resolue via OpenAlex: 10.1002/ecog.07711";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_r4
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.16314727;Applying weighted Cox regression to genome-wide association studies of time-to-event phenotypes;zenodo;7;2;;[dataset-first, publication non resolue] Applying weighted Cox regression to genome-wide association studies of time-to-event phenotypes;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_16314727;downloaded;4 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.fs6kv67;Data from: ‘Keep the line moving’: residual system state potential as a baseball hitting-style indicator;dryad;2;1;;[dataset-first, publication non resolue] Data from: ‘Keep the line moving’: residual system state potential as a baseball hitting-style indicator;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_fs6kv67;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_fs
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.3268780;Systematic assessment of burst impurity in confocal-based single-molecule fluorescence detection using Brownian motion simulations - photon timetag simulation files;zenodo;36;1;;[dataset-first, publication non resolue] Systematic assessment of burst impurity in confocal-based single-molecule fluorescence detection using Brownian motion simulations - photon timetag simulation files;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_3268780;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_3
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.16916499;iiswc2025-icicle-data;zenodo;1;0;;[dataset-first, publication non resolue] iiswc2025-icicle-data;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_16916499;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.10314345;ROI046-200-02;zenodo;6;0;;[dataset-first, publication non resolue] ROI046-200-02;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_10314345;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.p49b1;Data from: Adaptive divergence in a defense symbiosis driven from the top down;dryad;2;0;;[dataset-first, publication non resolue] Data from: Adaptive divergence in a defense symbiosis driven from the top down;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_p49b1;downloaded;2 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1086/697446;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_p4
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.5nb504n;Data from: A brief history of bird flu;dryad;8;0;;[dataset-first, publication non resolue] Data from: A brief history of bird flu;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;;failed;"7 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: internals_subsample_for_display.zip: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/92678/download; internals_subsample.zip: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/92676/download; README_for_internals_subsample_for_display.txt: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/92679/download | publication liee non resolue via OpenAlex: 10.1098/rstb.2018.0257";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_5n
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.18299618;Socio-economic status in a rural Pakistani village;zenodo;17;0;;[dataset-first, publication non resolue] Socio-economic status in a rural Pakistani village;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_18299618;downloaded;9 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.m04j9;Data from: A synchronized global sweep of the internal genes of modern avian influenza virus;dryad;10;0;;[dataset-first, publication non resolue] Data from: A synchronized global sweep of the internal genes of modern avian influenza virus;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;;failed;"10 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: Figure 1 data plus new sequences.zip: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/86026/download; Figure 1, 3rd sites.zip: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/86021/download; Figure 1, GTR.zip: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/86020/download | publication liee non resolue via OpenAlex: 10.1038/nature13016";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_m0
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.0p2ngf1xb;Data from: Leaching losses of dissolved organic carbon and nitrogen from agricultural soils in the upper US Midwest;dryad;2;0;;[dataset-first, publication non resolue] Data from: Leaching losses of dissolved organic carbon and nitrogen from agricultural soils in the upper US Midwest;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;;failed;"1 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: data_table_leaching__dissolved_organic_carbon_and_nitrogen.xls: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/326747/download; Readme_leaching_dissolved_organic_carbon_and_nitrogen.txt: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/326748/download | publication liee non resolue via OpenAlex: 10.1016/j.scitotenv.2020.139379";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_0p
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.tc722;Data from: Animal tracking meets migration genomics: transcriptomic analysis of a partially migratory bird species;dryad;2;0;;[dataset-first, publication non resolue] Data from: Animal tracking meets migration genomics: transcriptomic analysis of a partially migratory bird species;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_tc722;partial;listing ambigu (formats non reconnus) - verification manuelle recommandee | erreurs telechargement: Blackbird_Blood_Transcriptome.fasta: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/7505/download | publication liee non resolue via OpenAlex: 10.1111/mec.14108;raw_data_partial_download_pending_loader;some files failed to download (see verification_notes) -- inspect local_raw_dir, complete the download manually if needed, then write the loader;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_tc
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.dv41ns23r;The effects of urbanisation on pollinators and pollination: A meta-analysis;dryad;20;0;;[dataset-first, publication non resolue] The effects of urbanisation on pollinators and pollination: A meta-analysis;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_dv41ns23r;downloaded;17 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_dv
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.21496777;Analysis of JOSS data and statistics;zenodo;1;0;;[dataset-first, publication non resolue] Analysis of JOSS data and statistics;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_21496777;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.14755608;Multi-objective test case prioritization in highly configurable systems: a case study;zenodo;3;0;;[dataset-first, publication non resolue] Multi-objective test case prioritization in highly configurable systems: a case study;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_14755608;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.4556010;Balance of Payments of Armenia, 1993-2020;zenodo;1;0;;[dataset-first, publication non resolue] Balance of Payments of Armenia, 1993-2020;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_4556010;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_4
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.gc57610;Data from: Distinct genomic signals of lifespan and life history evolution in response to postponed reproduction and larval diet in Drosophila;dryad;6;0;;[dataset-first, publication non resolue] Data from: Distinct genomic signals of lifespan and life history evolution in response to postponed reproduction and larval diet in Drosophila;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_gc57610;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_gc
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.4072092;Data for paper StarVZ: Performance Analysis of Task-Based Parallel Applications;zenodo;1;0;;[dataset-first, publication non resolue] Data for paper StarVZ: Performance Analysis of Task-Based Parallel Applications;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_4072092;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_4
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17014055;Question-itemized Table of 96 Curated SEDOH Data Collection Instruments;zenodo;1;0;;[dataset-first, publication non resolue] Question-itemized Table of 96 Curated SEDOH Data Collection Instruments;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17014055;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17014330;Supplemental Data Table S1;zenodo;1;0;;[dataset-first, publication non resolue] Supplemental Data Table S1;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17014330;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.p30c6;Data from: High-yielding corn response to applied phosphorus, potassium, and sulfur in Nebraska;dryad;2;0;;[dataset-first, publication non resolue] Data from: High-yielding corn response to applied phosphorus, potassium, and sulfur in Nebraska;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_p30c6;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | publication liee non resolue via OpenAlex: 10.2134/agronj2008.0103x;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_p3
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.7wm37pvp7;Data from: Designing data science workshops for data-intensive environmental science research;dryad;15;0;;[dataset-first, publication non resolue] Data from: Designing data science workshops for data-intensive environmental science research;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_7wm37pvp7;downloaded;10 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1080/10691898.2020.1854636;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_7w
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.11222023;dgs;zenodo;3;0;;[dataset-first, publication non resolue] dgs;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_11222023;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.20730225;Global Seismic Vulnerability Model (v2026.0.0);zenodo;1;0;;[dataset-first, publication non resolue] Global Seismic Vulnerability Model (v2026.0.0);;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_20730225;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7851205;High-dimensional multivariate autoregressive model estimation of human electrophysiological data using fMRI priors;zenodo;1;0;;[dataset-first, publication non resolue] High-dimensional multivariate autoregressive model estimation of human electrophysiological data using fMRI priors;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_7851205;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.6078/d1h409;Long-term evidence shows crop-rotation diversification increases agricultural resilience to adverse growing conditions in North America;zenodo;1;5;10.1016/j.oneear.2020.02.007;Long-Term Evidence Shows that Crop-Rotation Diversification Increases Agricultural Resilience to Adverse Growing Conditions in North America;One Earth;2020;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;"corpus\papersaw_pdf\Macchi_2020_LongTermCropRotationDiversification_oneear.pdf";corpus\papers	ei\Macchi_2020_LongTermCropRotationDiversification_oneear.tei.xml;data\raw\papers\DatasetFirst_10_6078_d1h409;downloaded;Fausse alerte precedente (API version manquante) -- fichier reel recupere via API Dryad v2/files avec token OAuth (session 2026-08-16) : ltar.data.csv, N=11970, 11 sites LTAR Amerique du Nord. Coordonnees precises des sites non trouvees dans le texte principal du papier (codes etat/province uniquement, ex: MN/OH1/OH2/ON1/ON2) -- geocodage differe, a faire avec Table S1 (non capturee par GROBID). | traite (session 2026-08-16) : coordonnees des 11 sites lues directement dans le Tableau 1 du papier, fiche construite.;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2020_LongTermEvidenceShows_10_6078_d1h409
spatialtidymodels_dataset_first_ingestion_v1;10.25349/d9789w;Global hotspots of shark interactions with industrial longline fisheries;dryad;3;3;10.3389/fmars.2022.1062447;Global hotspots of shark interactions with industrial longline fisheries;Frontiers in Marine Science;2023;True;;dataset_first;"[""random_forest""]";no_linked_publication;;;corpus\papers\raw_pdf\Burns_2024_GlobalHotspotsSharkLongline.pdf;corpus\papers\tei\Burns_2024_GlobalHotspotsSharkLongline.tei.xml;data\raw\papers\DatasetFirst_10_25349_d9789w;downloaded;"aucun fichier trouve via l'API du depot | repo corrige (etait mal classe zenodo, en realite dryad, prefixe DOI 10.25349) ; papier recupere manuellement par l utilisateur, PDF+GROBID integres, sous-ensemble ICCAT telecharge (session 2026-08-16)";raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2023_GlobalHotspotsOfShark_10_25349_d9789w
spatialtidymodels_dataset_first_ingestion_v1;10.17916/p6159w;Fitting Dynamic Regression Models to Seshat Data - Supplemental Material;zenodo;1;3;10.21237/c7clio9137696;Fitting Dynamic Regression Models to Seshat Data;Cliodynamics;2018;True;;dataset_first;[];no_linked_publication;;;"corpus\papersaw_pdf\Turchin_2018_FittingDynamicRegressionSeshatData_Cliodynamics.pdf";corpus\papers	ei\Turchin_2018_FittingDynamicRegressionSeshatData_Cliodynamics.tei.xml;data\raw\papers\DatasetFirst_10_17916_p6159w;downloaded;Fausse alerte precedente (API version manquante) -- fichier reel recupere via API Dryad v2/files avec token OAuth (session 2026-08-16) : SCdat.csv (format long Seshat: NGA/Polity/Variable/Value/Date). Necessite reshaping + geocodage des NGA (zones geographiques nommees Seshat, shapefile public disponible separement) avant loader -- differe, complexite superieure a la normale. | traite (session 2026-08-16) : NGA geocodees via Nominatim, fiche construite.;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2018_FittingDynamicRegressionModels_10_17916_p6159w
spatialtidymodels_dataset_first_ingestion_v1;10.6078/d15x4n;Sea level rise, groundwater rise, and contaminated sites in the San Francisco Bay Area, and Superfund Sites in the contiguous United States;zenodo;2;2;10.1029/2023ef003825;Rising Coastal Groundwater as a Result of Sea-Level Rise Will Influence Contaminated Coastal Sites and Underground Infrastructure;Earth's Future;2023;True;;dataset_first;[];no_linked_publication;;;corpus\papers\raw_pdf\Hill_2023_RisingCoastalGroundwater_essoar.pdf;corpus\papers\tei\Hill_2023_RisingCoastalGroundwater_essoar.tei.xml;data\raw\papers\DatasetFirst_10_6078_d15x4n;downloaded;"aucun fichier trouve via l'API du depot | fichier de 782MB telecharge manuellement par l utilisateur (session 2026-08-16) ; sous-ensemble cible (sites contamines ouverts/fermes) extrait sans decompresser l integralite ; paper_doi corrige, correspondance confirmee par le nom du zip interne (HillHirshfeldLindquistCookWarner) = auteurs du preprint essoar deja integre";raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2023_RisingCoastalGroundwaterAs_10_6078_d15x4n
